"","X","pl.p","IBRA","IBRAsub","data.source","collecting.agency","planting","plot","measure.date","lat","long","year.planted","age","establishment","plot.type","planting.width","plot.area","geometry","width","aridity.index","carbon","clay","elevation.relief","elevation","nitrogen","phosphorus","ph","prec.annual","prec.season","prescott","sand","silt","slope","soil.depth","solar.annual","tmax.annual","tmin.annual","TWI","tot.ag.mass","biomass.area","plant.count","density","rare.rich","rare.rich.se","alpha","planting.old"
"1577",1577,"459.C","TSE","TSE01","Greening Australia","GA-Tas Derwent","459","C",2009,-42.5459,146.8494,1998,11,"TS","Planting",NA,0.06,"Block",5,0.494824022054672,4.18348789215088,28.3957150777181,62.4591217041016,115,0.161337375640869,0.026794304450353,5.8331937789917,478,15,0.800050914287567,62.3687795003255,11.4205856323242,3.93783688545227,0.88937920331955,13.5239708354406,16.6166666666667,6.125,11.4197988510132,1571.407521,26190.12535,36,600,5.45238095238095,0.651699554370026,6,"TURP1"
"1578",1578,"460.A","TSE","TSE01","Greening Australia","GA-Tas Derwent","460","A",2009,-42.2495,147.6116,2003,6,"TS","Planting",NA,0.031,"??? Cannot find planting",3,0.708609282970428,5.91568422317505,23.626189549764,49.3475646972656,409,0.184662416577339,0.019492012138168,5.14189291000366,642,13,0.777149081230164,56.8361218770345,11.3909486134847,2.67386722564697,0.81463497877121,13.7072687708876,15.1916666666667,5.11666666666667,6.42497777938843,1131.291457,36493.2728064516,38,1225.8064516129,1.78947368421053,0.407682457495517,2,"TWPP1"
"1579",1579,"460.B","TSE","TSE01","Greening Australia","GA-Tas Derwent","460","B",2009,-42.2495,147.6116,2003,6,"TS","Planting",NA,0.031,"??? Cannot find planting",3,0.708609282970428,5.91568422317505,23.626189549764,49.3475646972656,409,0.184662416577339,0.019492012138168,5.14189291000366,642,13,0.777149081230164,56.8361218770345,11.3909486134847,2.67386722564697,0.81463497877121,13.7072687708876,15.1916666666667,5.11666666666667,6.42497777938843,1415.303509,45654.9519032258,38,1225.8064516129,1,0,1,"TWPP1"
"1580",1580,"460.C","TSE","TSE01","Greening Australia","GA-Tas Derwent","460","C",2009,-42.2495,147.6116,2003,6,"TS","Planting",NA,0.031,"??? Cannot find planting",3,0.708609282970428,5.91568422317505,23.626189549764,49.3475646972656,409,0.184662416577339,0.019492012138168,5.14189291000366,642,13,0.777149081230164,56.8361218770345,11.3909486134847,2.67386722564697,0.81463497877121,13.7072687708876,15.1916666666667,5.11666666666667,6.42497777938843,1108.377934,35754.1269032258,39,1258.06451612903,1,0,1,"TWPP1"
"1581",1581,"461.66","WET","WET01","QDAFF","QDAFF","461","66",2012,-18.66133333,146.1621111,1994,18,"TS","Planting",NA,0.072,"Block",5,1.26150894165039,2.22384548187256,28.7104886372884,2.20668983459473,12,0.0942693700393041,0.0242005965361993,4.46204423904419,1973,91,1.61673760414124,47.8037172953288,21.4777425130208,0.152823373675346,1.35899817943573,18.5610034007317,29.2,19.2666666666667,13.0356702804565,5677.218112,78850.2515555556,60,833.333333333333,9.05650393317653,1.1850174688341,12,"U.2012"
"1582",1582,"461.67","WET","WET01","QDAFF","QDAFF","461","67",2012,-18.66133333,146.1621111,1994,18,"TS","Planting",NA,0.072,"Block",5,1.26150894165039,2.22384548187256,28.7104886372884,2.20668983459473,12,0.0942693700393041,0.0242005965361993,4.46204423904419,1973,91,1.61673760414124,47.8037172953288,21.4777425130208,0.152823373675346,1.35899817943573,18.5610034007317,29.2,19.2666666666667,13.0356702804565,7995.009082,111041.792805556,60,833.333333333333,10.3419227961882,1.03872202285399,12,"U.2012"
"1583",1583,"462.69","WET","WET01","QDAFF","QDAFF","462","69",2012,-18.77522222,146.12,1994,18,"TS","Planting",NA,0.09,"Block",5,1.04430377483368,3.04901790618896,22.0349979400635,5.77273559570312,26,0.0914860193928083,0.0219627680877845,4.64397080739339,1650,92,1.47498822212219,56.825008392334,18.1419048309326,0.928464591503143,1.22467136383057,18.5773404741927,29.3333333333333,19.15,10.1006011962891,5955.651593,66173.9065888889,60,666.666666666667,7.49746816595463,0.62577436931165,8,"V.2012"
"1584",1584,"463.72","WET","WET01","QDAFF","QDAFF","463","72",2012,-18.84819444,146.1251111,1993,19,"TS","Planting",NA,0.09,"Block",5,0.953282833099365,2.57700514793396,21.6905034383138,22.2648048400879,44,0.0698017403483391,0.0140144859130184,4.81184546152751,1510,93,1.38695228099823,66.4877777099609,16.8816057840983,0.684859216213226,1.2550642490387,18.6426205044415,29.3333333333333,19.0916666666667,8.45977783203125,8644.617819,96051.3091,60,666.666666666667,8.4377283649473,1.12969554993672,11,"W.2012"
"1585",1585,"463.73","WET","WET01","QDAFF","QDAFF","463","73",2012,-18.84819444,146.1251111,1993,19,"TS","Planting",NA,0.09,"Block",5,0.953282833099365,2.57700514793396,21.6905034383138,22.2648048400879,44,0.0698017403483391,0.0140144859130184,4.81184546152751,1510,93,1.38695228099823,66.4877777099609,16.8816057840983,0.684859216213226,1.2550642490387,18.6426205044415,29.3333333333333,19.0916666666667,8.45977783203125,5227.184501,58079.8277888889,60,666.666666666667,10.6215025908843,1.27389584968343,14,"W.2012"
"1586",1586,"464.1","VIM","VIM01","This project (Keryn Paul)",NA,"464","1",2011,-36.3996,143.3102,2003,8,NA,"Planting",NA,0.09,"8 rows",NA,0.346954524517059,1.88280987739563,33.3877760569255,5.67874145507812,149,0.0991417815287908,0.0244651200870673,6.26690483093262,450,23,0.457165986299515,50.5751317342122,10.2945620218913,0.475056529045105,1.09259939193726,17.4766500030312,21.3,8.61666666666667,11.3917236328125,2150.39,23893.2222222222,194,2155.55555555556,1,0,1,"Watts.N"
"1587",1587,"464.2","VIM","VIM01","This project (Keryn Paul)",NA,"464","2",2011,-36.3996,143.3102,2003,8,NA,"Planting",NA,0.09,"8 rows",NA,0.346954524517059,1.88280987739563,33.3877760569255,5.67874145507812,149,0.0991417815287908,0.0244651200870673,6.26690483093262,450,23,0.457165986299515,50.5751317342122,10.2945620218913,0.475056529045105,1.09259939193726,17.4766500030312,21.3,8.61666666666667,11.3917236328125,2215.66,24618.4444444444,182,2022.22222222222,1,0,1,"Watts.N"
"1588",1588,"464.3","VIM","VIM01","This project (Keryn Paul)",NA,"464","3",2011,-36.3996,143.3102,2003,8,NA,"Planting",NA,0.09,"8 rows",NA,0.346954524517059,1.88280987739563,33.3877760569255,5.67874145507812,149,0.0991417815287908,0.0244651200870673,6.26690483093262,450,23,0.457165986299515,50.5751317342122,10.2945620218913,0.475056529045105,1.09259939193726,17.4766500030312,21.3,8.61666666666667,11.3917236328125,2193.9,24376.6666666667,197,2188.88888888889,1,0,1,"Watts.N"
"1589",1589,"465.1","VIM","VIM01","This project (Keryn Paul)",NA,"465","1",2011,-36.3996,143.3102,2003,8,NA,"Planting",NA,0.034,"8 rows",NA,0.346954524517059,1.88280987739563,33.3877760569255,5.67874145507812,149,0.0991417815287908,0.0244651200870673,6.26690483093262,450,23,0.457165986299515,50.5751317342122,10.2945620218913,0.475056529045105,1.09259939193726,17.4766500030312,21.3,8.61666666666667,11.3917236328125,1855.2,54564.7058823529,136,4000,1.99999983707023,0.000403645563354714,2,"Watts.SW"
"1590",1590,"465.2","VIM","VIM01","This project (Keryn Paul)",NA,"465","2",2011,-36.3996,143.3102,2003,8,NA,"Planting",NA,0.034,"8 rows",NA,0.346954524517059,1.88280987739563,33.3877760569255,5.67874145507812,149,0.0991417815287908,0.0244651200870673,6.26690483093262,450,23,0.457165986299515,50.5751317342122,10.2945620218913,0.475056529045105,1.09259939193726,17.4766500030312,21.3,8.61666666666667,11.3917236328125,2333.34,68627.6470588235,139,4088.23529411765,1.99999996668305,0.000182529302045205,2,"Watts.SW"
"1591",1591,"465.3","VIM","VIM01","This project (Keryn Paul)",NA,"465","3",2011,-36.3996,143.3102,2003,8,NA,"Planting",NA,0.034,"8 rows",NA,0.346954524517059,1.88280987739563,33.3877760569255,5.67874145507812,149,0.0991417815287908,0.0244651200870673,6.26690483093262,450,23,0.457165986299515,50.5751317342122,10.2945620218913,0.475056529045105,1.09259939193726,17.4766500030312,21.3,8.61666666666667,11.3917236328125,1391.74,40933.5294117647,138,4058.82352941176,1.99999998232694,0.00013294006356338,2,"Watts.SW"
"1592",1592,"465.4","VIM","VIM01","This project (Keryn Paul)",NA,"465","4",2011,-36.3996,143.3102,2003,8,NA,"Planting",NA,0.034,"8 rows",NA,0.346954524517059,1.88280987739563,33.3877760569255,5.67874145507812,149,0.0991417815287908,0.0244651200870673,6.26690483093262,450,23,0.457165986299515,50.5751317342122,10.2945620218913,0.475056529045105,1.09259939193726,17.4766500030312,21.3,8.61666666666667,11.3917236328125,621.81,18288.5294117647,131,3852.94117647059,1.99999984025527,0.000399680747522979,2,"Watts.SW"
"1593",1593,"466.1","NSS","NSS02","CSIRO","Lachlan","466","1",2008,-33.6568,147.3816,2004,4,"TS","Planting","5 m spacing between rows",0.075,"Linear (5? rows, 35? m)",4,0.351864874362946,2.21804523468018,35.8341490427653,12.2225494384766,220,0.0992252777020137,0.025701388095816,5.71032031377157,500,13,0.446540713310242,60.8497797648112,10.4365790685018,1.2427065372467,0.966353714466095,19.0335646195036,23.45,10.35,10.197434425354,173.592874,2314.57165333333,27,360,9,0,9,"Wya-TS1"
"1594",1594,"466.2","NSS","NSS02","CSIRO","Lachlan","466","2",2008,-33.6568,147.3816,2004,4,"TS","Planting","5 m spacing between rows",0.075,"Linear (5? rows, 35? m)",4,0.351864874362946,2.21804523468018,35.8341490427653,12.2225494384766,220,0.0992252777020137,0.025701388095816,5.71032031377157,500,13,0.446540713310242,60.8497797648112,10.4365790685018,1.2427065372467,0.966353714466095,19.0335646195036,23.45,10.35,10.197434425354,61.364586,818.19448,21,280,5,0,5,"Wya-TS1"
"1595",1595,"466.3","NSS","NSS02","CSIRO","Lachlan","466","3",2008,-33.6568,147.3816,2004,4,"TS","Planting","5 m spacing between rows",0.075,"Linear (5? rows, 35? m)",4,0.351864874362946,2.21804523468018,35.8341490427653,12.2225494384766,220,0.0992252777020137,0.025701388095816,5.71032031377157,500,13,0.446540713310242,60.8497797648112,10.4365790685018,1.2427065372467,0.966353714466095,19.0335646195036,23.45,10.35,10.197434425354,83.988765,1119.8502,28,373.333333333333,5,0,5,"Wya-TS1"
"1596",1596,"467.1","NSS","NSS02","CSIRO","Lachlan","467","1",2008,-33.6663,147.3578,1995,13,"TS","Planting","4 m spacing between rows",0.064,"Linear (4 rows, 14 m)",2,0.354975312948227,1.96536862850189,30.4671497344971,6.56820678710938,230,0.0874233469367027,0.0236485327283541,5.4925176302592,503,14,0.459219038486481,59.248099009196,13.8994890848796,0.469501554965973,1.02133917808533,18.9921871215299,23.3416666666667,10.2833333333333,9.43355464935303,1028.47809,16069.97015625,26,406.25,6,0,6,"Wya-TS2"
"1597",1597,"467.2","NSS","NSS02","CSIRO","Lachlan","467","2",2008,-33.6663,147.3578,1995,13,"TS","Planting","4 m spacing between rows",0.064,"Linear (4 rows, 14 m)",2,0.354975312948227,1.96536862850189,30.4671497344971,6.56820678710938,230,0.0874233469367027,0.0236485327283541,5.4925176302592,503,14,0.459219038486481,59.248099009196,13.8994890848796,0.469501554965973,1.02133917808533,18.9921871215299,23.3416666666667,10.2833333333333,9.43355464935303,1644.241548,25691.2741875,23,359.375,5,0,5,"Wya-TS2"
"1598",1598,"467.3","NSS","NSS02","CSIRO","Lachlan","467","3",2008,-33.6663,147.3578,1995,13,"TS","Planting","4 m spacing between rows",0.064,"Linear (4 rows, 14 m)",2,0.354975312948227,1.96536862850189,30.4671497344971,6.56820678710938,230,0.0874233469367027,0.0236485327283541,5.4925176302592,503,14,0.459219038486481,59.248099009196,13.8994890848796,0.469501554965973,1.02133917808533,18.9921871215299,23.3416666666667,10.2833333333333,9.43355464935303,933.081475,14579.398046875,23,359.375,6,0,6,"Wya-TS2"
"1599",1599,"468.1","NSS","NSS02","CSIRO","Lachlan","468","1",2010,-33.6982,147.2881,2002,8,"DS/TS","Planting","4 m spacing b/n rows",0.08,"Linear (5 rows, 22 m)",3,0.358208954334259,2.09456920623779,28.2296129862467,4.36912536621094,246,0.0978225792447726,0.0244438915203015,5.29470618565877,504,13,0.472983419895172,58.2631772359212,13.747332572937,0.328254252672195,0.919265329837799,18.9251670683526,23.2,10.1833333333333,9.87853717803955,234.453835,2930.6729375,32,400,11.8064516129032,0.410102649519068,12,"Wya-TS3"
"1600",1600,"468.2","NSS","NSS02","CSIRO","Lachlan","468","2",2010,-33.6982,147.2881,2002,8,"DS/TS","Planting","4 m spacing b/n rows",0.08,"Linear (5 rows, 22 m)",3,0.358208954334259,2.09456920623779,28.2296129862467,4.36912536621094,246,0.0978225792447726,0.0244438915203015,5.29470618565877,504,13,0.472983419895172,58.2631772359212,13.747332572937,0.328254252672195,0.919265329837799,18.9251670683526,23.2,10.1833333333333,9.87853717803955,83.298367,1041.2295875,27,337.5,7,0,7,"Wya-TS3"
"1601",1601,"468.3","NSS","NSS02","CSIRO","Lachlan","468","3",2010,-33.6982,147.2881,2002,8,"DS/TS","Planting","4 m spacing b/n rows",0.08,"Linear (5 rows, 22 m)",3,0.358208954334259,2.09456920623779,28.2296129862467,4.36912536621094,246,0.0978225792447726,0.0244438915203015,5.29470618565877,504,13,0.472983419895172,58.2631772359212,13.747332572937,0.328254252672195,0.919265329837799,18.9251670683526,23.2,10.1833333333333,9.87853717803955,1419.537066,17744.213325,67,837.5,7.20646241741241,1.01905927153677,9,"Wya-TS3"
"1602",1602,"469.1","NSS","NSS02","CSIRO","Lachlan","469","1",2010,-34.1852,146.8503,1999,11,"TS","Planting","5 m spacing between rows",0.06,"Linear (2-3 rows, 17 m)",2,0.340455830097198,1.68893313407898,32.9075202941895,3.11044311523438,197,0.0806836274762948,0.0214823546508948,5.65307474136353,478,13,0.478144198656082,57.7985471089681,12.0111252466838,0.338369935750961,0.945826172828674,18.9815140426698,23.1666666666667,10.0666666666667,12.5908613204956,1313.372385,21889.53975,22,366.666666666667,5,0,5,"Wya-TS4"
"1603",1603,"469.2","NSS","NSS02","CSIRO","Lachlan","469","2",2010,-34.1852,146.8503,1999,11,"TS","Planting","5 m spacing between rows",0.06,"Linear (2-3 rows, 17 m)",2,0.340455830097198,1.68893313407898,32.9075202941895,3.11044311523438,197,0.0806836274762948,0.0214823546508948,5.65307474136353,478,13,0.478144198656082,57.7985471089681,12.0111252466838,0.338369935750961,0.945826172828674,18.9815140426698,23.1666666666667,10.0666666666667,12.5908613204956,679.503754,11325.0625666667,23,383.333333333333,6,0,6,"Wya-TS4"
"1604",1604,"469.3","NSS","NSS02","CSIRO","Lachlan","469","3",2010,-34.1852,146.8503,1999,11,"TS","Planting","5 m spacing between rows",0.06,"Linear (2-3 rows, 17 m)",2,0.340455830097198,1.68893313407898,32.9075202941895,3.11044311523438,197,0.0806836274762948,0.0214823546508948,5.65307474136353,478,13,0.478144198656082,57.7985471089681,12.0111252466838,0.338369935750961,0.945826172828674,18.9815140426698,23.1666666666667,10.0666666666667,12.5908613204956,1435.558836,23925.9806,24,400,5,0,5,"Wya-TS4"
"1605",1605,"470.1","NSS","NSS02","CSIRO","Lachlan","470","1",2010,-34.1741,146.8514,1996,14,"TS","Planting","4 m spacing between rows",0.048,NA,NA,0.341637015342712,1.74426782131195,31.5265687306722,2.96426391601562,200,0.0789747113982836,0.0201089593271414,5.69725036621094,480,13,0.476746171712875,58.5177014668783,12.0943714777629,0.452030509710312,0.918030738830566,18.8173562175738,23.1416666666667,10.0666666666667,8.94019889831543,1503.69009,31326.876875,19,395.833333333333,6,0,6,"Wya-TS5"
"1606",1606,"470.2","NSS","NSS02","CSIRO","Lachlan","470","2",2010,-34.1741,146.8514,1996,14,"TS","Planting","4 m spacing between rows",0.048,NA,NA,0.341637015342712,1.74426782131195,31.5265687306722,2.96426391601562,200,0.0789747113982836,0.0201089593271414,5.69725036621094,480,13,0.476746171712875,58.5177014668783,12.0943714777629,0.452030509710312,0.918030738830566,18.8173562175738,23.1416666666667,10.0666666666667,8.94019889831543,1214.007621,25291.8254375,20,416.666666666667,6,0,6,"Wya-TS5"
"1607",1607,"470.3","NSS","NSS02","CSIRO","Lachlan","470","3",2010,-34.1741,146.8514,1996,14,"TS","Planting","4 m spacing between rows",0.048,NA,NA,0.341637015342712,1.74426782131195,31.5265687306722,2.96426391601562,200,0.0789747113982836,0.0201089593271414,5.69725036621094,480,13,0.476746171712875,58.5177014668783,12.0943714777629,0.452030509710312,0.918030738830566,18.8173562175738,23.1416666666667,10.0666666666667,8.94019889831543,1256.761433,26182.5298541667,18,375,6,0,6,"Wya-TS5"
"1608",1608,"471.1","NSS","NSS02","CSIRO","Lachlan","471","1",2010,-34.2067,146.8722,1997,13,"TS","Planting","12 m/4 rows wide",0.048,"Linear (~3 rows, 12 m)",2,0.345467537641525,1.93109488487244,31.7880427042643,12.8753356933594,213,0.0860344755152861,0.0208078684906165,5.40910752614339,484,13,0.48747393488884,59.7979303995768,10.177944501241,1.64778769016266,0.90153306722641,18.8736926526636,23.05,9.975,9.69412422180176,1011.16477,21065.9327083333,30,625,9,0,9,"Wya-TS6"
"1609",1609,"471.2","NSS","NSS02","CSIRO","Lachlan","471","2",2010,-34.2067,146.8722,1997,13,"TS","Planting","12 m/4 rows wide",0.048,"Linear (~3 rows, 12 m)",2,0.345467537641525,1.93109488487244,31.7880427042643,12.8753356933594,213,0.0860344755152861,0.0208078684906165,5.40910752614339,484,13,0.48747393488884,59.7979303995768,10.177944501241,1.64778769016266,0.90153306722641,18.8736926526636,23.05,9.975,9.69412422180176,777.858834,16205.392375,26,541.666666666667,8,0,8,"Wya-TS6"
"1610",1610,"471.3","NSS","NSS02","CSIRO","Lachlan","471","3",2010,-34.2067,146.8722,1997,13,"TS","Planting","12 m/4 rows wide",0.048,"Linear (~3 rows, 12 m)",2,0.345467537641525,1.93109488487244,31.7880427042643,12.8753356933594,213,0.0860344755152861,0.0208078684906165,5.40910752614339,484,13,0.48747393488884,59.7979303995768,10.177944501241,1.64778769016266,0.90153306722641,18.8736926526636,23.05,9.975,9.69412422180176,1727.49055,35989.3864583333,24,500,10,0,10,"Wya-TS6"
"1611",1611,"472.1","NSS","NSS02","CSIRO","Lachlan","472","1",2010,-33.98,147.5474,2002,8,"TS","Planting","4 m spacing b/n rows",0.104,"Linear (~5 rows, 28 m)",3,0.369795352220535,1.97735631465912,39.5639635721842,0.394775390625,219,0.0907713199655215,0.0235484490791957,5.7721594174703,524,13,0.489751696586609,46.8654619852702,14.2441600163778,0.0345381684601307,1.14337062835693,18.7720984478865,23.2083333333333,9.95833333333333,14.2263402938843,328.284903,3156.58560576923,28,269.230769230769,5,0,5,"Wya-TS7"
"1612",1612,"472.2","NSS","NSS02","CSIRO","Lachlan","472","2",2010,-33.98,147.5474,2002,8,"TS","Planting","4 m spacing b/n rows",0.104,"Linear (~5 rows, 28 m)",3,0.369795352220535,1.97735631465912,39.5639635721842,0.394775390625,219,0.0907713199655215,0.0235484490791957,5.7721594174703,524,13,0.489751696586609,46.8654619852702,14.2441600163778,0.0345381684601307,1.14337062835693,18.7720984478865,23.2083333333333,9.95833333333333,14.2263402938843,353.355248,3397.64661538462,32,307.692307692308,5,0,5,"Wya-TS7"
"1613",1613,"472.3","NSS","NSS02","CSIRO","Lachlan","472","3",2010,-33.98,147.5474,2002,8,"TS","Planting","4 m spacing b/n rows",0.104,"Linear (~5 rows, 28 m)",3,0.369795352220535,1.97735631465912,39.5639635721842,0.394775390625,219,0.0907713199655215,0.0235484490791957,5.7721594174703,524,13,0.489751696586609,46.8654619852702,14.2441600163778,0.0345381684601307,1.14337062835693,18.7720984478865,23.2083333333333,9.95833333333333,14.2263402938843,289.561079,2784.24114423077,35,336.538461538462,5.85704428398926,0.350036483945173,6,"Wya-TS7"
"1614",1614,"473.1","RIV","RIV04","This project (Keryn Paul)",NA,"473","1",2011,-36.176,143.3803,2004,7,NA,"Planting",NA,0.07,"25 rows",NA,0.314632296562195,1.82083666324615,31.3258940378825,3.63951873779297,120,0.0951989938815435,0.0268711602936188,6.08913580576579,415,22,0.408456951379776,48.3594983418783,9.22855726877848,0.270572870969772,1.04301357269287,17.9094140427649,21.75,8.90833333333333,10.4422454833984,738.22,10546,58,828.571428571428,1,0,1,"Wycheproof"
"1615",1615,"473.12","RIV","RIV04","This project (Keryn Paul)",NA,"473","12",2011,-36.176,143.3803,2004,7,NA,"Planting",NA,0.071,"25 rows",NA,0.314632296562195,1.82083666324615,31.3258940378825,3.63951873779297,120,0.0951989938815435,0.0268711602936188,6.08913580576579,415,22,0.408456951379776,48.3594983418783,9.22855726877848,0.270572870969772,1.04301357269287,17.9094140427649,21.75,8.90833333333333,10.4422454833984,766.08,10789.8591549296,59,830.985915492958,1,0,1,"Wycheproof"
"1616",1616,"473.13","RIV","RIV04","This project (Keryn Paul)",NA,"473","13",2011,-36.176,143.3803,2004,7,NA,"Planting",NA,0.071,"25 rows",NA,0.314632296562195,1.82083666324615,31.3258940378825,3.63951873779297,120,0.0951989938815435,0.0268711602936188,6.08913580576579,415,22,0.408456951379776,48.3594983418783,9.22855726877848,0.270572870969772,1.04301357269287,17.9094140427649,21.75,8.90833333333333,10.4422454833984,1094.73,15418.7323943662,82,1154.92957746479,1,0,1,"Wycheproof"
"1617",1617,"473.2","RIV","RIV04","This project (Keryn Paul)",NA,"473","2",2011,-36.176,143.3803,2004,7,NA,"Planting",NA,0.07,"25 rows",NA,0.314632296562195,1.82083666324615,31.3258940378825,3.63951873779297,120,0.0951989938815435,0.0268711602936188,6.08913580576579,415,22,0.408456951379776,48.3594983418783,9.22855726877848,0.270572870969772,1.04301357269287,17.9094140427649,21.75,8.90833333333333,10.4422454833984,926.74,13239.1428571429,68,971.428571428571,1,0,1,"Wycheproof"
"1618",1618,"473.29","RIV","RIV04","This project (Keryn Paul)",NA,"473","29",2011,-36.176,143.3803,2004,7,NA,"Planting",NA,0.072,"30 rows",NA,0.314632296562195,1.82083666324615,31.3258940378825,3.63951873779297,120,0.0951989938815435,0.0268711602936188,6.08913580576579,415,22,0.408456951379776,48.3594983418783,9.22855726877848,0.270572870969772,1.04301357269287,17.9094140427649,21.75,8.90833333333333,10.4422454833984,796.43,11061.5277777778,77,1069.44444444444,1,0,1,"Wycheproof"
"1619",1619,"473.30","RIV","RIV04","This project (Keryn Paul)",NA,"473","30",2011,-36.176,143.3803,2004,7,NA,"Planting",NA,0.072,"30 rows",NA,0.314632296562195,1.82083666324615,31.3258940378825,3.63951873779297,120,0.0951989938815435,0.0268711602936188,6.08913580576579,415,22,0.408456951379776,48.3594983418783,9.22855726877848,0.270572870969772,1.04301357269287,17.9094140427649,21.75,8.90833333333333,10.4422454833984,637.36,8852.22222222222,78,1083.33333333333,1,0,1,"Wycheproof"
"1620",1620,"473.39","RIV","RIV04","This project (Keryn Paul)",NA,"473","39",2011,-36.176,143.3803,2004,7,NA,"Planting",NA,0.074,"30 rows",NA,0.314632296562195,1.82083666324615,31.3258940378825,3.63951873779297,120,0.0951989938815435,0.0268711602936188,6.08913580576579,415,22,0.408456951379776,48.3594983418783,9.22855726877848,0.270572870969772,1.04301357269287,17.9094140427649,21.75,8.90833333333333,10.4422454833984,561.33,7585.54054054054,65,878.378378378378,1,0,1,"Wycheproof"
"1621",1621,"473.40","RIV","RIV04","This project (Keryn Paul)",NA,"473","40",2011,-36.176,143.3803,2004,7,NA,"Planting",NA,0.074,"30 rows",NA,0.314632296562195,1.82083666324615,31.3258940378825,3.63951873779297,120,0.0951989938815435,0.0268711602936188,6.08913580576579,415,22,0.408456951379776,48.3594983418783,9.22855726877848,0.270572870969772,1.04301357269287,17.9094140427649,21.75,8.90833333333333,10.4422454833984,446.07,6027.97297297297,55,743.243243243243,1,0,1,"Wycheproof"
"1622",1622,"474.76","WET","WET05","QDAFF","QDAFF","474","76",2012,-18.82580556,145.8418333,1995,17,"TS","Planting",NA,0.072,"Block",5,0.621516525745392,3.37328720092773,25.3563009897868,35.4641723632812,721,0.114253866175811,0.0516577996313572,4.95789655049642,959,85,0.847506821155548,56.5494867960612,12.7686707178752,2.47159934043884,1.01152944564819,18.5988377403759,26.6083333333333,15.4,6.64371490478516,2975.401232,41325.0171111111,60,833.333333333333,2.98813964802505,0.108257489468298,3,"X.2012"
"1623",1623,"475.87","WET","WET03","QDAFF","QDAFF","475","87",2012,-17.34838889,145.8860833,1996,16,"TS","Planting",NA,0.09,"Block",5,2.65438103675842,5.89630222320557,38.0449701944987,18.8774318695068,29,0.198491320014,0.0701476968824863,4.18722327550252,3817,70,3.34127855300903,49.0940106709798,14.9463618596395,1.50505363941193,1.29345524311066,18.5643331361298,28.0916666666667,19.7166666666667,8.80007457733154,13346.797054,148297.745044444,60,666.666666666667,5.97813390831995,0.146568680519881,6,"Y.2012"
"1624",1624,"476.1","SEH","SEH06","CSIRO","Lachlan","476","1",2010,-34.6016,149.2327,2000,10,"DS","Planting","irregular, 2-3m ",0.04,NA,NA,0.580876469612122,3.76757574081421,18.0335753758748,30.4320678710938,628,0.142663858830929,0.0305069219321012,4.79027779897054,729,12,0.72197026014328,61.3068644205729,14.7841879526774,6.21168994903564,0.852166950702667,18.1762980162788,19.5333333333333,6.25,6.07772064208984,1483.960914,37099.02285,121,3025,12.8328643244822,1.54092961983447,22,"Yas-DS1"
"1625",1625,"476.2","SEH","SEH06","CSIRO","Lachlan","476","2",2010,-34.6016,149.2327,2000,10,"DS","Planting","irregular, 2-3m ",0.045,NA,NA,0.580876469612122,3.76757574081421,18.0335753758748,30.4320678710938,628,0.142663858830929,0.0305069219321012,4.79027779897054,729,12,0.72197026014328,61.3068644205729,14.7841879526774,6.21168994903564,0.852166950702667,18.1762980162788,19.5333333333333,6.25,6.07772064208984,2105.753864,46794.5303111111,48,1066.66666666667,9.56523147470209,1.1608793844186,12,"Yas-DS1"
"1626",1626,"476.3","SEH","SEH06","CSIRO","Lachlan","476","3",2010,-34.6016,149.2327,2000,10,"DS","Planting","irregular, 2-3m ",0.045,NA,NA,0.580876469612122,3.76757574081421,18.0335753758748,30.4320678710938,628,0.142663858830929,0.0305069219321012,4.79027779897054,729,12,0.72197026014328,61.3068644205729,14.7841879526774,6.21168994903564,0.852166950702667,18.1762980162788,19.5333333333333,6.25,6.07772064208984,2629.153659,58425.6368666667,143,3177.77777777778,10.213739137686,1.32526375438279,16,"Yas-DS1"
"1627",1627,"477.1","NSS","NSS01","CSIRO","Lachlan","477","1",2008,-34.6655,148.91,2002,6,"DS","Planting","10 m, <2 m spacing between rows",0.016,"Linear (3 rows, 8 m)",1,0.630071580410004,3.40636777877808,13.8152882258097,35.2481689453125,673,0.142068554957708,0.0313823570807775,4.8933432896932,792,14,0.802726924419403,65.7058588663737,17.6386674245199,2.94538617134094,0.87884384393692,17.6005953743962,19.3416666666667,5.93333333333333,8.42086315155029,1045.671901,65354.4938125,112,7000,12.2602304308878,1.50437023447791,18,"Yas-DS2"
"1628",1628,"477.2","NSS","NSS01","CSIRO","Lachlan","477","2",2008,-34.6655,148.91,2002,6,"DS","Planting","10 m, <2 m spacing between rows",0.016,"Linear (3 rows, 8 m)",1,0.630071580410004,3.40636777877808,13.8152882258097,35.2481689453125,673,0.142068554957708,0.0313823570807775,4.8933432896932,792,14,0.802726924419403,65.7058588663737,17.6386674245199,2.94538617134094,0.87884384393692,17.6005953743962,19.3416666666667,5.93333333333333,8.42086315155029,1146.763177,71672.6985625,142,8875,11.0773709848333,1.49095216001341,18,"Yas-DS2"
